source,source_text_id,source_sentence_id,language_stage,script_type,genre,period,hieroglyphs,mdc,sign_sequence,transliteration_gold,translation,lemma_sequence,upos,glossing,grammar_notes,source_ref,review_status,formula_type,deity,recipient,offering_items,formula_slot,display_sequence,normalized_reading_order,alt_transliterations,variant_writing_note,morphology_note,syntax_note,aesthetic_arrangement_flag
TLA,TLA_EARLIER_028,S028,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓂜𓊃𓊪𓊗 𓐍𓊪𓆣𓂋 𓏇𓎟𓏏 𓐍𓂋 𓊹𓊹𓊹 𓏶𓅱𓂸𓏤,n-zp khpr mtt khr ntjrpl mw-bah,n-zp ḫpr mꞽ.tꞽt ḫr nṯr.PL ꞽm.ꞽ.w-bꜣḥ,n-zp ḫpr mꞽ.tꞽt ḫr nṯr.PL ꞽm.ꞽ.w-bꜣḥ,"Niemals war Gleichartiges geschehen unter den Göttern, die früher existierten.",79450|n-zp 116230|ḫpr 67960|mꞽ.tꞽt 400036|ḫr 90260|nṯr 25410|ꞽm.ꞽ-bꜣḥ,PART VERB NOUN ADP NOUN ADJ,PTCL V\tam.act N.f PREP N.m:pl PREP-adjz:m.pl,,data/raw/tla_earlier/tla_earlier.parquet#row=28,seed,,,,,,𓂜𓊃𓊪𓊗 𓐍𓊪𓆣𓂋 𓏇𓎟𓏏 𓐍𓂋 𓊹𓊹𓊹 𓏶𓅱𓂸𓏤,n-zp khpr mtt khr ntjrpl mw-bah,,,,,False
TLA,TLA_EARLIER_029,S029,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓊃𓆑𓂉𓀁 𓎟 𓏏𓏐𓏒𓏥𓀀 𓈖𓆱𓐍𓏏𓀜 𓈖 𓐍𓈖𓂋𓍕𓀁𓀀,sf nb t nkht n khnr,sf nb tʾ nḫt n ḫnr,sf nb tʾ nḫt n ḫnr,"Ein Brotherr möge/sollte milde sein, (wenn) Macht/Gewalt dem Kriminellen (?) gehört.",133390|zf 81650|nb 168810|tʾ 87620|nḫt.w 400055|n 118340|ḫnr,VERB NOUN NOUN NOUN ADP NOUN,V\tam.act N.m:stc N.m N.m PREP N.m,,data/raw/tla_earlier/tla_earlier.parquet#row=29,seed,,,,,,𓊃𓆑𓂉𓀁 𓎟 𓏏𓏐𓏒𓏥𓀀 𓈖𓆱𓐍𓏏𓀜 𓈖 𓐍𓈖𓂋𓍕𓀁𓀀,sf nb t nkht n khnr,,,,,False
TLA,TLA_EARLIER_030,S030,Earlier Egyptian,hieroglyphic/hieratic,unknown,Predynastic Period,𓅭𓊨,za-ast,zꜣ-ꜣs.t,zꜣ-ꜣs.t,Za-Isis,600552|Zꜣ-Ꜣs.t,PROPN,PERSN,,data/raw/tla_earlier/tla_earlier.parquet#row=30,seed,,,,,,𓅭𓊨,za-ast,,,,,False
TLA,TLA_EARLIER_031,S031,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓎛𓅬𓏏 𓎡 𓇋𓂋𓏏 𓎡,htm k rt k,ḥt(m) =k ꞽr.t =k,ḥt(m) =k ꞽr.t =k,Mögest du das dir zugehörige ausstatten.,111590|ḥtm 10110|=k 28500|ꞽr.ꞽ 10110|=k,VERB PRON ADJ PRON,V\tam.act:stpr -2sg.m PREP-adjz:f.sg:stpr -2sg.m,,data/raw/tla_earlier/tla_earlier.parquet#row=31,seed,,,,,,𓎛𓅬𓏏 𓎡 𓇋𓂋𓏏 𓎡,htm k rt k,,,,,False
TLA,TLA_EARLIER_032,S032,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓇉𓄿 𓎢 𓏏𓍔𓄿𓈙𓏴𓈇 𓋴𓌢𓈖 𓋹𓈖𓐍 𓅓 𓋴𓅓𓂝𓆱,ha k tash sndu ankh m sma,ḥꜣ =k tꜣš sn(.DU) ꜥnḫ m smꜥ,ḥꜣ =k tꜣš sn(.DU) ꜥnḫ m smꜥ,"Zurück, der die Brüder trennt, der im Sema-Busch lebt!",100130|ḥꜣ 10110|=k 169660|tꜣš 136230|sn 38530|ꜥnḫ 400007|m 854280|smꜥ,ADP PRON VERB NOUN VERB ADP NOUN,PREP:stpr -2sg.m V\ptcp.act.m.sg N.m:du V\ptcp.act.m.sg PREP N.m,,data/raw/tla_earlier/tla_earlier.parquet#row=32,seed,,,,,,𓇉𓄿 𓎢 𓏏𓍔𓄿𓈙𓏴𓈇 𓋴𓌢𓈖 𓋹𓈖𓐍 𓅓 𓋴𓅓𓂝𓆱,ha k tash sndu ankh m sma,,,,,False
TLA,TLA_EARLIER_033,S033,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓊨𓁹 𓍹𓃹𓈖𓇋𓋴𓍺 𓇋𓃀𓄿,wsr wns ba,(w)sꞽr wnꞽs ꞽbꜣ,(w)sꞽr wnꞽs ꞽbꜣ,"Osiris Unas, tanze!",49461|Wsꞽr 800001|Wnꞽs 23520|ꞽbꜣ,NOUN PROPN VERB,TITL ROYLN V\imp.sg,,data/raw/tla_earlier/tla_earlier.parquet#row=33,seed,,,,,,𓊨𓁹 𓍹𓃹𓈖𓇋𓋴𓍺 𓇋𓃀𓄿,wsr wns ba,,,,,False
TLA,TLA_EARLIER_034,S034,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓉺𓏌𓊖 𓅓 𓍹𓃹𓈖𓇋𓋴𓍺 𓊹𓅆 𓉺𓏌𓊖 𓎡 𓅓 𓍹𓃹𓈖𓇋𓋴𓍺 𓊹𓅆,wnw m wns ntjr wnw k m wns ntjr,ꞽwn.w(ꞽ) m wnꞽs nṯr ꞽwn.w(ꞽ) =k m wnꞽs nṯr,ꞽwn.w(ꞽ) m wnꞽs nṯr ꞽwn.w(ꞽ) =k m wnꞽs nṯr,"Ein Heliopolitaner steckt in Unas, (o) Gott, dein Heliopolitaner steckt in Unas, (o) Gott;",22890|ꞽwn.wꞽ 500292|m 800001|Wnꞽs 90260|nṯr 22890|ꞽwn.wꞽ 10110|=k 500292|m 800001|Wnꞽs 90260|nṯr,NOUN ADP PROPN NOUN NOUN PRON ADP PROPN NOUN,N.m PREP ROYLN N.m N.m:stpr -2sg.m PREP ROYLN N.m,,data/raw/tla_earlier/tla_earlier.parquet#row=34,seed,,,,,,𓉺𓏌𓊖 𓅓 𓍹𓃹𓈖𓇋𓋴𓍺 𓊹𓅆 𓉺𓏌𓊖 𓎡 𓅓 𓍹𓃹𓈖𓇋𓋴𓍺 𓊹𓅆,wnw m wns ntjr wnw k m wns ntjr,,,,,False
TLA,TLA_EARLIER_035,S035,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓂋𓂞𓈖 𓆄𓅱𓀭 𓅾 𓆑 𓈎𓌳𓌙𓏛𓈖 𓏏𓆑𓈖𓏏𓁐 𓄆𓏏𓏥 𓆑,rdin shw sndj f qman tfnt shfytpl f,rdi̯.n šw snḏ =f qmꜣ.n tfn.t šf(.y)t.PL =f,rdi̯.n šw snḏ =f qmꜣ.n tfn.t šf(.y)t.PL =f,"dessen Furchtbarkeit Schu gegeben hat, dessen Würde Tefnut geschaffen hat,",96700|rḏi̯ 152710|Šw 138740|snḏ 10050|=f 160570|qmꜣ 171880|Tfn.t 154080|šf.yt 10050|=f,VERB PROPN NOUN PRON VERB PROPN NOUN PRON,V\rel.m.sg-ant DIVN N.m:stpr -3sg.m V\rel.m.sg-ant DIVN N.f:stpr -3sg.m,,data/raw/tla_earlier/tla_earlier.parquet#row=35,seed,,,,,,𓂋𓂞𓈖 𓆄𓅱𓀭 𓅾 𓆑 𓈎𓌳𓌙𓏛𓈖 𓏏𓆑𓈖𓏏𓁐 𓄆𓏏𓏥 𓆑,rdin shw sndj f qman tfnt shfytpl f,,,,,False
TLA,TLA_EARLIER_036,S036,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓅨𓂋 𓅱𓆑𓄿𓅪𓀁 𓇋𓈖 𓄔𓅓𓇋𓇋𓅱𓀀𓏥,wr wfa n sdjmywpl,wr wfꜣ ꞽn sḏm.yw.PL,wr wfꜣ ꞽn sḏm.yw.PL,Groß ist das Gerede/Stimmengewirr (des Beifalls oder der Ablehnung) seitens der Zuhörer.,47271|wr 45870|wfꜣ 26660|ꞽn 150700|sḏm.yw,ADJ VERB ADP NOUN,ADJ V\inf PREP N,,data/raw/tla_earlier/tla_earlier.parquet#row=36,seed,,,,,,𓅨𓂋 𓅱𓆑𓄿𓅪𓀁 𓇋𓈖 𓄔𓅓𓇋𓇋𓅱𓀀𓏥,wr wfa n sdjmywpl,,,,,False
TLA,TLA_EARLIER_037,S037,Earlier Egyptian,hieroglyphic/hieratic,unknown,Second Intermediate Period,𓁹 𓏏 𓂋 𓏏𓈖𓌙𓅯𓈐 𓇋𓂧𓇋𓇋𓏏𓀔 𓈙𓂋𓏏𓀔,ri t r tn dyt shrt,ꞽri̯ =t r tn(ꞽ) ꞽdy.t šr.t,ꞽri̯ =t r tn(ꞽ) ꞽdy.t šr.t,"""Wohin willst Du machen (= gehen), kleines Mädchen?""",28550|ꞽri̯ 10120|=ṯ 91901|r 175740|ṯnꞽ 33910|ꞽdy.t 600257|šrꞽ,VERB PRON ADP PRON NOUN ADJ,V\tam.act:stpr -2sg.f PREP Q N.f ADJ:f.sg,,data/raw/tla_earlier/tla_earlier.parquet#row=37,seed,,,,,,𓁹 𓏏 𓂋 𓏏𓈖𓌙𓅯𓈐 𓇋𓂧𓇋𓇋𓏏𓀔 𓈙𓂋𓏏𓀔,ri t r tn dyt shrt,,,,,False
TLA,TLA_EARLIER_038,S038,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓈖𓆱𓐍𓏏,nkht,nḫt,nḫt,Nacht,550087|Nḫt,PROPN,PERSN,,data/raw/tla_earlier/tla_earlier.parquet#row=38,seed,,,,,,𓈖𓆱𓐍𓏏,nkht,,,,,False
TLA,TLA_EARLIER_039,S039,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓁹 𓊨𓏏 𓎡 𓁷𓂋 𓆑,ri st k hr f,ꞽri̯ s.t =k ḥr =f,ꞽri̯ s.t =k ḥr =f,Nimm Platz auf ihm!,29260|ꞽri̯+(s.t) 125100|s.t 10110|=k 400090|ḥr 10050|=f,VERB NOUN PRON ADP PRON,V\imp.sg N.f:stpr -2sg.m PREP:stpr -3sg.m,,data/raw/tla_earlier/tla_earlier.parquet#row=39,seed,,,,,,𓁹 𓊨𓏏 𓎡 𓁷𓂋 𓆑,ri st k hr f,,,,,False
TLA,TLA_EARLIER_040,S040,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓇋𓅱 𓇑𓇑 𓌳𓁹𓄿 𓌸𓇋𓇋,w nn maa mry,ꞽw nn mꜣꜣ mr.y,ꞽw nn mꜣꜣ mr.y,Dies ist das Betrachten des Gewünschten.,21881|ꞽw 84570|nn 66270|mꜣꜣ 72470|mri̯,PART PRON VERB VERB,PTCL dem.c V\inf V\ptcp.pass.m.sg,,data/raw/tla_earlier/tla_earlier.parquet#row=40,seed,,,,,,𓇋𓅱 𓇑𓇑 𓌳𓁹𓄿 𓌸𓇋𓇋,w nn maa mry,,,,,False
TLA,TLA_EARLIER_041,S041,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓈝𓅓𓂻𓎢𓅱𓀀 𓂋 𓃀𓇋𓈞𓄑𓈉 𓈖 𓆊𓆊𓅆,shmkw r ba n t,šm.kw r bꞽꜣ n(.ꞽ) ꞽtꞽ,šm.kw r bꞽꜣ n(.ꞽ) ꞽtꞽ,Zum Bergwerk des Herrschers war ich gezogen.,154340|šmi̯ 91900|r 54510|bꞽꜣ.w 78900|n 32930|ꞽty,VERB ADP NOUN ADJ NOUN,V\res-1sg PREP N gen N.m,,data/raw/tla_earlier/tla_earlier.parquet#row=41,seed,,,,,,𓈝𓅓𓂻𓎢𓅱𓀀 𓂋 𓃀𓇋𓈞𓄑𓈉 𓈖 𓆊𓆊𓅆,shmkw r ba n t,,,,,False
TLA,TLA_EARLIER_042,S042,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓍿𓈖𓌚𓇋 𓇋𓁹𓃭 𓎡,tjn rw k,ṯnꞽ ꞽr.w =k,ṯnꞽ ꞽr.w =k,Deine Gestalt ist ausgezeichnet.,175750|ṯni̯ 29610|ꞽr.w 10110|=k,VERB NOUN PRON,V\ptcp.act.m.sg N.m:stpr -2sg.m,,data/raw/tla_earlier/tla_earlier.parquet#row=42,seed,,,,,,𓍿𓈖𓌚𓇋 𓇋𓁹𓃭 𓎡,tjn rw k,,,,,False
TLA,TLA_EARLIER_043,S043,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓂋𓂞 𓂋 𓁹𓁹 𓈖 𓊃𓀀 𓇼𓏏𓏤 𓊗𓏻,rdi r rtdu n z dwat zp-2,rdi̯ r ꞽr.t.DU n(.ꞽ) z dwꜣ.t zp-2,rdi̯ r ꞽr.t.DU n(.ꞽ) z dwꜣ.t zp-2,(Es) werde am frühen Morgen an beide Augen des Mannes gegeben.,96700|rḏi̯ 91901|r 28250|ꞽr.t 79800|n.ꞽ 125010|z 400078|dwꜣ.w 70011|zp-2,VERB ADP NOUN ADJ NOUN ADV NOUN,V\tam.pass PREP N.f:du PREP-adjz:f.du N.m ADV N,,data/raw/tla_earlier/tla_earlier.parquet#row=43,seed,,,,,,𓂋𓂞 𓂋 𓁹𓁹 𓈖 𓊃𓀀 𓇼𓏏𓏤 𓊗𓏻,rdi r rtdu n z dwat zp-2,,,,,False
TLA,TLA_EARLIER_044,S044,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓂋𓐍𓏛 𓁷𓏤 𓆓𓂧 𓈖 𓎢,rkh hr djd n k,rḫ ḥr ḏd n =k,rḫ ḥr ḏd n =k,Der Weise sagt zu dir:,95630|rḫ 107529|ḥr 185810|ḏd 400055|n 10110|=k,NOUN ADP VERB ADP PRON,N.m PREP V\inf PREP:stpr -2sg.m,,data/raw/tla_earlier/tla_earlier.parquet#row=44,seed,,,,,,𓂋𓐍𓏛 𓁷𓏤 𓆓𓂧 𓈖 𓎢,rkh hr djd n k,,,,,False
TLA,TLA_EARLIER_045,S045,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓌉𓅱𓏛𓈖 𓈖 𓆑 𓅬𓃀𓀭 𓃛𓂝𓏏𓏛𓏥 𓆑,wdjn n f gb wawtpl f,wḏ.n n =f gb ꞽwꜥ.wt.PL =f,wḏ.n n =f gb ꞽwꜥ.wt.PL =f,"dem Geb sein Erbe überantwortet hat,",51970|wḏ 400055|n 10050|=f 167010|Gbb 22420|ꞽwꜥ.wt 10050|=f,VERB ADP PRON PROPN NOUN PRON,V\rel.m.sg-ant PREP:stpr -3sg.m DIVN N.f:stpr -3sg.m,,data/raw/tla_earlier/tla_earlier.parquet#row=45,seed,,,,,,𓌉𓅱𓏛𓈖 𓈖 𓆑 𓅬𓃀𓀭 𓃛𓂝𓏏𓏛𓏥 𓆑,wdjn n f gb wawtpl f,,,,,False
TLA,TLA_EARLIER_046,S046,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓍿𓏌𓏝 𓎡 𓐍𓆼𓄿𓈓 𓊐𓊪 𓎡 𓂝𓏤 𓈖 𓇋𓐍𓅓𓂜𓅱𓋴𓎡𓇼𓇼𓇼,tjnw k khapl shzp k a n khmw-sk,ṯnw =k ḫꜣ.PL šzp =k ꜥ n(.ꞽ) ꞽḫm.w-sk,ṯnw =k ḫꜣ.PL šzp =k ꜥ n(.ꞽ) ꞽḫm.w-sk,Du sollst die $ḫꜣ.w$ zählen und den Arm der Nicht-Untergehenden ergreifen.,175820|ṯnw 10110|=k 113170|ḫꜣ 157160|šzp 10110|=k 34320|ꜥ 79800|n.ꞽ 30890|Ꞽḫm-sk,VERB PRON NOUN VERB PRON NOUN ADJ PROPN,V\tam.act:stpr -2sg.m N.m:pl V\tam.act:stpr -2sg.m N.m PREP-adjz:m.sg N:pl,,data/raw/tla_earlier/tla_earlier.parquet#row=46,seed,,,,,,𓍿𓏌𓏝 𓎡 𓐍𓆼𓄿𓈓 𓊐𓊪 𓎡 𓂝𓏤 𓈖 𓇋𓐍𓅓𓂜𓅱𓋴𓎡𓇼𓇼𓇼,tjnw k khapl shzp k a n khmw-sk,,,,,False
TLA,TLA_EARLIER_047,S047,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓊵𓏏𓊪 𓍿 𓁷𓂋 𓆑,htp tj hr f,ḥtp =ṯ ḥr =f,ḥtp =ṯ ḥr =f,Mögest du mit ihm zufrieden sein.,111230|ḥtp 10120|=ṯ 400092|ḥr 10050|=f,VERB PRON ADP PRON,V\tam.act:stpr -2sg.f PREP:stpr -3sg.m,,data/raw/tla_earlier/tla_earlier.parquet#row=47,seed,,,,,,𓊵𓏏𓊪 𓍿 𓁷𓂋 𓆑,htp tj hr f,,,,,False
TLA,TLA_EARLIER_048,S048,Earlier Egyptian,hieroglyphic/hieratic,unknown,Second Intermediate Period,𓂜 𓂋𓂝𓈖 𓆑 𓈖 𓏤 𓋴𓏏,n rdjin f n st,n rḏi̯.n =f n =ꞽ st,n rḏi̯.n =f n =ꞽ st,Er gibt es mir (aber) nicht (mehr zurück).,850806|n 96700|rḏi̯ 10050|=f 400055|n 10030|=ꞽ 147350|st,PART VERB PRON ADP PRON PRON,PTCL V\tam.act-ant:stpr -3sg.m PREP:stpr -1sg =3sg.c,,data/raw/tla_earlier/tla_earlier.parquet#row=48,seed,,,,,,𓂜 𓂋𓂝𓈖 𓆑 𓈖 𓏤 𓋴𓏏,n rdjin f n st,,,,,False
TLA,TLA_EARLIER_049,S049,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓂜𓈖 𓇋𓇩𓊃𓆰𓄣𓏤𓀀 𓂧𓈖𓋴𓍖𓏛 𓊃𓐍𓂋𓏛 𓄡𓏏𓏤,nn s-b dns skhr kht,nn ꞽs-ꞽb dns sḫr ẖ.t,nn ꞽs-ꞽb dns sḫr ẖ.t,"Es gibt keinen Leichtsinnigen, der gewichtig (oder: verschwiegen) in Bezug auf (seine) Absichten ist.",84550|nn 852079|ꞽzꞽ-ꞽb 179910|dns 142800|sḫr 122080|ẖ.t,PART NOUN VERB NOUN NOUN,PTCL N.m V\ptcp.act.m.sg N.m:stc N.f,,data/raw/tla_earlier/tla_earlier.parquet#row=49,seed,,,,,,𓂜𓈖 𓇋𓇩𓊃𓆰𓄣𓏤𓀀 𓂧𓈖𓋴𓍖𓏛 𓊃𓐍𓂋𓏛 𓄡𓏏𓏤,nn s-b dns skhr kht,,,,,False
TLA,TLA_EARLIER_050,S050,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓏙𓈖 𓈖 𓎡 𓅃,djin n k hrw,ḏi̯.n n =k ḥr.w,ḏi̯.n n =k ḥr.w,Horus hat (es) gegeben.,96700|rḏi̯ 400055|n 10110|=k 107500|Ḥr.w,VERB ADP PRON PROPN,V\tam.act-ant PREP:stpr -2sg.m DIVN,,data/raw/tla_earlier/tla_earlier.parquet#row=50,seed,,,,,,𓏙𓈖 𓈖 𓎡 𓅃,djin n k hrw,,,,,False
TLA,TLA_EARLIER_051,S051,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓈞𓊃𓀉,hmsi,ḥmsi̯,ḥmsi̯,Setzt euch!,105780|ḥmsi̯,VERB,V\imp.pl,,data/raw/tla_earlier/tla_earlier.parquet#row=51,seed,,,,,,𓈞𓊃𓀉,hmsi,,,,,False
TLA,TLA_EARLIER_052,S052,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓎛𓂝𓀠 𓇓𓅱 𓅓 𓆷𓄿𓏏𓏛𓈖 𓀀 𓁹𓏏,hai sw m shaitn rit,ḥꜥi̯ sw m šꜣi̯.t.n =ꞽ ꞽri̯.t,ḥꜥi̯ sw m šꜣi̯.t.n =ꞽ ꞽri̯.t,"Er jubelt über das, was ich bestimmt habe zu tun.",102060|ḥꜥi̯ 129490|sw 64366|m 151220|šꜣ 10030|=ꞽ 28550|ꞽri̯,VERB PRON ADP VERB PRON VERB,V\ptcp.act.m.sg =3sg.m PREP V\rel.m.sg-ant:stpr -1sg V\inf,,data/raw/tla_earlier/tla_earlier.parquet#row=52,seed,,,,,,𓎛𓂝𓀠 𓇓𓅱 𓅓 𓆷𓄿𓏏𓏛𓈖 𓀀 𓁹𓏏,hai sw m shaitn rit,,,,,False
TLA,TLA_EARLIER_053,S053,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓁷𓂋𓋴𓈙𓏏𓍔𓄿𓏝 𓈖 𓌃𓂧𓏏𓏝 𓎟 𓈖𓏏 𓁶𓇖 𓏶𓄣 𓈖 𓎟𓅆 𓆑,hr-sshta n mdwt nbt nt tp-rs m-b n nb f,ḥr.ꞽ-sštꜣ n(.ꞽ) mdw.t nb(.t) n.t tp-rs.ꞽ ꞽm.ꞽ-ꞽb n(.ꞽ) nb =f,ḥr.ꞽ-sštꜣ n(.ꞽ) mdw.t nb(.t) n.t tp-rs.ꞽ ꞽm.ꞽ-ꞽb n(.ꞽ) nb =f,"Der Bewahrer der Geheimnisse jeder Angelegenheit des südlichen Oberägypten, der Liebling seines Herrn,",855739|ḥr.ꞽ-sštꜣ 79800|n.ꞽ 78030|mdw.t 81660|nb 79800|n.ꞽ 400033|tp-rs.ꞽ 25250|ꞽm.ꞽ-ꞽb 79800|n.ꞽ 81650|nb 10050|=f,NOUN ADJ NOUN ADJ ADJ NOUN NOUN ADJ NOUN PRON,N.m PREP-adjz:m.sg N.f ADJ PREP-adjz:m.sg N N.m PREP-adjz:m.sg N.m -3sg.m,,data/raw/tla_earlier/tla_earlier.parquet#row=53,seed,,,,,,𓁷𓂋𓋴𓈙𓏏𓍔𓄿𓏝 𓈖 𓌃𓂧𓏏𓏝 𓎟 𓈖𓏏 𓁶𓇖 𓏶𓄣 𓈖 𓎟𓅆 𓆑,hr-sshta n mdwt nbt nt tp-rs m-b n nb f,,,,,False
TLA,TLA_EARLIER_054,S054,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓆼 𓅿𓏤 <g>F81</g>,kha apd ma-hdj,ḫꜣ ꜣpd mꜣ(-ḥḏ),ḫꜣ ꜣpd mꜣ(-ḥḏ),Tausend an Geflügel und (weißen) Säbelantilopen.,113110|ḫꜣ 107|ꜣpd 66260|mꜣ-ḥḏ,NOUN NOUN NOUN,N.m N.m N.m,,data/raw/tla_earlier/tla_earlier.parquet#row=54,seed,,,,,,𓆼 𓅿𓏤 <g>F81</g>,kha apd ma-hdj,,,,,False
TLA,TLA_EARLIER_055,S055,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓉔𓄿 𓈖𓏏𓋌 𓊪𓅱,ha nt pw,hꜣ n(ꞽ).t pw,hꜣ n(ꞽ).t pw,O Neith!,97240|hꜣ 702960|Nꞽ.t 59740|pw,INTJ PROPN PRON,INTJ PERSN dem.m.sg,,data/raw/tla_earlier/tla_earlier.parquet#row=55,seed,,,,,,𓉔𓄿 𓈖𓏏𓋌 𓊪𓅱,ha nt pw,,,,,False
TLA,TLA_EARLIER_056,S056,Earlier Egyptian,hieroglyphic/hieratic,unknown,Early Dynastic Period,𓄤𓉐𓇋<g>(unidentified)</g>𓉐𓉐𓏏,pri-nfrt,pri̯-nfr.t,pri̯-nfr.t,Peri-neferet,701535|Pri̯-nfr.t,PROPN,PERSN,,data/raw/tla_earlier/tla_earlier.parquet#row=56,seed,,,,,,𓄤𓉐𓇋<g>(unidentified)</g>𓉐𓉐𓏏,pri-nfrt,,,,,False
TLA,TLA_EARLIER_057,S057,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓇉𓄿𓀁 𓂋𓂝𓏏 𓋴𓍓𓄿𓏛 𓀀 𓄣𓏤 𓎢 𓁷𓏤 𓅯𓄿 𓐍𓈖𓅯𓀁 𓈖 𓌃𓂧𓏏𓀁,ha rdjitw swdja b k hr pa khn n mdt,ḥꜣ rḏi̯.t(w) swḏꜣ =ꞽ ꞽb =k ḥr pꜣ ḫn n md.t,ḥꜣ rḏi̯.t(w) swḏꜣ =ꞽ ꞽb =k ḥr pꜣ ḫn n md.t,"""Ach, möge es gestattet werden, daß ich dir eine Mitteilung mache (wörtl.: dein Herz erfreue) über diese Beschwerde einer Angelegenheit (?)!",100160|ḥꜣ 550028|rḏi̯ 130990|swḏꜣ+(ꞽb) 10030|=ꞽ 23290|ꞽb 10110|=k 400092|ḥr 58760|pꜣ 117520|ḫn 79800|n.ꞽ 78030|mdw.t,PART VERB VERB PRON NOUN PRON ADP PRON NOUN ADJ NOUN,PTCL V\tam-pass V\tam.act:stpr -1sg N.m:stpr -2sg.m PREP dem.m.sg N.m PREP-adjz:m.sg N.f,,data/raw/tla_earlier/tla_earlier.parquet#row=57,seed,,,,,,𓇉𓄿𓀁 𓂋𓂝𓏏 𓋴𓍓𓄿𓏛 𓀀 𓄣𓏤 𓎢 𓁷𓏤 𓅯𓄿 𓐍𓈖𓅯𓀁 𓈖 𓌃𓂧𓏏𓀁,ha rdjitw swdja b k hr pa khn n mdt,,,,,False
TLA,TLA_EARLIER_058,S058,Earlier Egyptian,hieroglyphic/hieratic,unknown,Predynastic Period,<g>M134</g>𓈖 𓇉,nhbw mhw,nḥb.w mḥ.w,nḥb.w mḥ.w,Abgabe Unterägyptens,86260|nḥb.w 73940|Mḥ.w,NOUN PROPN,N.m:stc TOPN,,data/raw/tla_earlier/tla_earlier.parquet#row=58,seed,,,,,,<g>M134</g>𓈖 𓇉,nhbw mhw,,,,,False
TLA,TLA_EARLIER_059,S059,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓂜 𓈖𓉔𓊪 𓆑 𓂜 𓈖𓉔𓊪 𓍹𓃹𓈖𓇋𓋴𓍺 𓊪𓈖,n nhp f n nhp wns pn,n nhp =f n nhp wnꞽs pn,n nhp =f n nhp wnꞽs pn,Er wird nicht lebensvoll sein und dieser Unas wird nicht lebensvoll sein.,78890|n 85430|nhp 10050|=f 78890|n 85430|nhp 800001|Wnꞽs 59920|pn,PART VERB PRON PART VERB PROPN PRON,PTCL V\tam.act:stpr -3sg.m PTCL V\tam.act:stpr ROYLN dem.m.sg,,data/raw/tla_earlier/tla_earlier.parquet#row=59,seed,,,,,,𓂜 𓈖𓉔𓊪 𓆑 𓂜 𓈖𓉔𓊪 𓍹𓃹𓈖𓇋𓋴𓍺 𓊪𓈖,n nhp f n nhp wns pn,,,,,False
